,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_sex,fair_model,1.638095238095238,0.0049464747139165,0.0348837209302325,0.8379052369077307,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function base_classifier at 0x7f292be32440>,adult_xy_greater_xa_base_classifier_age_cat,base_model,0.4589315132972464,-0.0194229713175347,-0.1456582633053221,0.8591022443890274,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function base_classifier at 0x7f292be32440>,adult_xy_greater_xa_base_classifier_race,base_model,7.737556561085973,0.0374308697838109,0.15,0.8591022443890274,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function base_classifier at 0x7f292be32440>,adult_xy_greater_xa_base_classifier_sex,base_model,4.829721362229102,0.024549495911725,-0.008307372793354,0.8591022443890274,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_age_cat,fair_model,1.361289313096542,0.0087207765230199,-0.0128205128205128,0.8495428096425602,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_age_cat,fair_model,1.361289313096542,0.0087207765230199,-0.0128205128205128,0.8495428096425602,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_age_cat,fair_model,1.361289313096542,0.0087207765230199,-0.0128205128205128,0.8495428096425602,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_age_cat,fair_model,1.361289313096542,0.0087207765230199,-0.0128205128205128,0.8495428096425602,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_race,fair_model,3.3913994169096213,0.0277531847223553,0.1142857142857142,0.8370739817123857,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_race,fair_model,6.029154518950437,0.0194551432067715,0.0571428571428571,0.8362427265170407,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_race,fair_model,3.768221574344023,0.0107087875216403,0.0285714285714285,0.8345802161263508,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_race,fair_model,3.768221574344023,0.0107087875216403,0.0285714285714285,0.8345802161263508,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_sex,fair_model,0.9414556962025316,-0.0018366840407048,-0.1221405228758169,0.8512053200332502,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_sex,fair_model,0.9414556962025316,-0.0018366840407048,-0.1221405228758169,0.8512053200332502,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_sex,fair_model,0.9414556962025316,-0.0018366840407048,-0.1221405228758169,0.8512053200332502,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function xy_greater_xa at 0x7f292be31cf0>,<function fair_classifier at 0x7f292be324d0>,adult_xy_greater_xa_fair_classifier_sex,fair_model,0.9414556962025316,-0.0018366840407048,-0.1221405228758169,0.8512053200332502,30.0
